3 judge dc?,admin action.id,admin action.state,agency,area,authority 1,authority 2,case,case issues,case.disposition,chief,date argued.day,date argued.full,date argued.month,date argued.year,date reargued.day,date reargued.full,date reargued.month,date reargued.year,date.day,date.full,date.month,date.year,decision.direction,decision.type,disagreement?,disposition,dissent agrees,docket,end.day,end.full,end.month,end.year,id.docket,issue.id,jurisdiction,laws.id,laws.type,led,lexis,lower court.direction,majority,majority assigner.id,majority assigner.long name,majority assigner.name,majority writer.id,majority writer.long name,majority writer.name,minority,name,natural court.id,origin.id,origin.name,origin.state,period,petitioner.entity,petitioner.id,petitioner.state,precedent altered?,reasons,respondent.entity,respondent.id,respondent.state,sct,source.id,source.name,source.state,split on second,start.day,start.full,start.month,start.year,term,text,unclear,unconstitutional,unusual,us,vote,winning party
False,-1,,unknown,Judicial Power,statutory construction,federal common law,1951-055,1951-055-01-01,reversed,Vinson,30,1/30/1952,1,1952,30,1/30/1952,1,1952,10,3/10/1952,3,1952,conservative,court opinion,False,unknown,False,15,4,October/04/1953,10,1953,1951-055-01,90320,cert,6,Infrequently litigated statutes,96 L. Ed. 2d 576,1952 U.S. LEXIS 2634,liberal,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,2,FAR EAST CONFERENCE ET AL. v. UNITED STATES ET AL.,1303,92,New Jersey U.S. District Court,,3,"water transportation, stevedore",116,,False,to resolve important or significant question,United States,27,,72 S. Ct. 492,92,New Jersey U.S. District Court,,False,12,October/12/1949,10,1949,1951,judicial administration: jurisdiction or authority of federal district courts or territorial courts ,False,no unconstitutionality,False,342 U.S. 570,1951-055-01-01-01,favorable disposition for petitioning party
False,68,,Immigration and Naturalization Service,First Amendment,judicial review (national level),,1951-056,1951-056-01-01,affirmed (includes modified),Vinson,5,12/5/1951,12,1951,5,12/5/1951,12,1951,10,3/10/1952,3,1952,conservative,court opinion,False,affirmed,False,43,4,October/04/1953,10,1953,1951-056-01,30060,cert,3,Federal Statute,96 L. Ed. 2d 586,1952 U.S. LEXIS 2345,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,2,"HARISIADES v. SHAUGHNESSY, DISTRICT DIRECTOR OF IMMIGRATION AND NATURALIZATION",1303,96,New York Southern U.S. District Court,,3,"alien, person subject to a denaturalization proceeding, or one whose citizenship is revoked",106,,False,no reason given,"Immigration and Naturalization Service, or Director of, or District Director of, or Immigration and Naturalization Enforcement",368,,72 S. Ct. 512,22,"U.S. Court of Appeals, Second Circuit",,False,12,October/12/1949,10,1949,1951,"federal or state internal security legislation: Smith, Internal Security, and related federal statutes",False,no unconstitutionality,False,342 U.S. 580,1951-056-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,statutory construction,,1951-057,1951-057-01-01,affirmed (includes modified),Vinson,9,1/9/1952,1,1952,9,1/9/1952,1,1952,10,3/10/1952,3,1952,conservative,court opinion,False,affirmed,False,201,4,October/04/1953,10,1953,1951-057-01,10080,cert,4,Court Rules,96 L. Ed. 2d 717,1952 U.S. LEXIS 2342,conservative,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,3,SACHER ET AL. v. UNITED STATES,1303,96,New York Southern U.S. District Court,,3,"attorney, or person acting as such;includes bar applicant or law student, or law firm or bar association",111,,False,to resolve important or significant question,United States,27,,72 S. Ct. 451,22,"U.S. Court of Appeals, Second Circuit",,False,12,October/12/1949,10,1949,1951,contempt of court or congress,False,no unconstitutionality,False,343 U.S. 1,1951-057-01-01-01,no favorable disposition for petitioning party
False,69,,Internal Revenue Service,Federal Taxation,statutory construction,,1951-058,1951-058-01-01,reversed and remanded,Vinson,3,12/3/1951,12,1951,3,12/3/1951,12,1951,10,3/10/1952,3,1952,conservative,court opinion,False,affirmed,False,158,4,October/04/1953,10,1953,1951-058-01,120020,cert,3,Federal Statute,96 L. Ed. 2d 769,1952 U.S. LEXIS 2777,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,86,"Burton, Harold ( 10/01/1945 - 10/13/1958 )",HHBurton,0,LILLY ET AL. v. COMMISSIONER OF INTERNAL REVENUE,1303,9,U.S. Tax Court,,3,"taxpayer or executor of taxpayer's estate, federal only",240,,False,to resolve question presented,"Immigration and Naturalization Service, or Director of, or District Director of, or Immigration and Naturalization Enforcement",368,,72 S. Ct. 497,29,"U.S. Court of Appeals, Ninth Circuit",,False,12,October/12/1949,10,1949,1951,"federal taxation of gifts, personal, business, or professional expenses",False,no unconstitutionality,False,343 U.S. 90,1951-058-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1951-059,1951-059-01-01,affirmed (includes modified),Vinson,28,11/28/1951,11,1951,28,11/28/1951,11,1951,10,3/10/1952,3,1952,liberal,court opinion,False,affirmed,False,165,4,October/04/1953,10,1953,1951-059-01,80110,appeal,3,Federal Statute,96 L. Ed. 2d 775,1952 U.S. LEXIS 2659,liberal,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,4,BUCK ET AL. v. CALIFORNIA,1303,302,State Trial Court,North Carolina,3,bus or motorized passenger transportation vehicle,121,,False,case did not arise on cert or cert not granted,State,28,California,72 S. Ct. 502,302,State Trial Court,North Carolina,False,12,October/12/1949,10,1949,1951,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",False,no unconstitutionality,False,343 U.S. 99,1951-059-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Judicial Power,statutory construction,,1951-060,1951-060-01-01,affirmed (includes modified),Vinson,30,1/30/1952,1,1952,30,1/30/1952,1,1952,24,3/24/1952,3,1952,conservative,court opinion,False,affirmed,False,391,4,October/04/1953,10,1953,1951-060-01,90320,cert,6,Infrequently litigated statutes,96 L. Ed. 2d 786,1952 U.S. LEXIS 2284,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,2,BRUNER v. UNITED STATES,1303,-1,unknown,,3,governmental employee or job applicant,8,United States,False,federal court conflict,United States,27,,72 S. Ct. 581,25,"U.S. Court of Appeals, Fifth Circuit",,False,12,October/12/1949,10,1949,1951,judicial administration: jurisdiction or authority of federal district courts or territorial courts ,False,no unconstitutionality,False,343 U.S. 112,1951-060-01-01-01,no favorable disposition for petitioning party
False,69,,Internal Revenue Service,Federal Taxation,statutory construction,interpretation of administrative regulation or rule,1951-061,1951-061-01-01,affirmed (includes modified),Vinson,29,11/29/1951,11,1951,29,11/29/1951,11,1951,24,3/24/1952,3,1952,liberal,court opinion,False,reversed,False,173,4,October/04/1953,10,1953,1951-061-01,120020,cert,3,Federal Statute,96 L. Ed. 2d 791,1952 U.S. LEXIS 2775,liberal,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,86,"Burton, Harold ( 10/01/1945 - 10/13/1958 )",HHBurton,3,LYKES v. UNITED STATES,1303,58,Florida Southern U.S. District Court,,3,"taxpayer or executor of taxpayer's estate, federal only",240,,False,to resolve important or significant question,United States,27,,72 S. Ct. 585,25,"U.S. Court of Appeals, Fifth Circuit",,False,12,October/12/1949,10,1949,1951,"federal taxation of gifts, personal, business, or professional expenses",False,no unconstitutionality,False,343 U.S. 118,1951-061-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,statutory construction,,1951-062,1951-062-01-01,affirmed (includes modified),Vinson,3,12/3/1951,12,1951,3,12/3/1951,12,1951,24,3/24/1952,3,1952,conservative,court opinion,True,affirmed,False,195,4,October/04/1953,10,1953,1951-062-01,10490,cert,3,Federal Statute,96 L. Ed. 2d 833,1952 U.S. LEXIS 2776,conservative,5,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,86,"Burton, Harold ( 10/01/1945 - 10/13/1958 )",HHBurton,4,RUTKIN v. UNITED STATES,1303,92,New Jersey U.S. District Court,,3,"person accused, indicted, or suspected of crime",100,,True,putative conflict,United States,27,,72 S. Ct. 571,23,"U.S. Court of Appeals, Third Circuit",,False,12,October/12/1949,10,1949,1951,statutory construction of criminal laws: internal revenue (cf. Federal Taxation) ,False,no unconstitutionality,False,343 U.S. 130,1951-062-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1951-063,1951-063-01-01,reversed,Vinson,4,3/4/1952,3,1952,4,3/4/1952,3,1952,31,3/31/1952,3,1952,liberal,court opinion,False,unknown,False,426,4,October/04/1953,10,1953,1951-063-01,80140,appeal,6,Infrequently litigated statutes,96 L. Ed. 2d 846,1952 U.S. LEXIS 2247,conservative,5,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,4,UNITED STATES v. HOOD ET AL.,1303,85,Mississippi Southern U.S. District Court,,3,United States,27,,False,case did not arise on cert or cert not granted,"political candidate, activist, committee, party, party member, organization, or elected official",211,,72 S. Ct. 568,85,Mississippi Southern U.S. District Court,,False,12,October/12/1949,10,1949,1951,"corruption, governmental or governmental regulation of other than as in campaign spending",False,no unconstitutionality,False,343 U.S. 148,1951-063-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Civil Rights,judicial review (state level),,1951-064,1951-064-01-01,reversed,Vinson,31,3/31/1952,3,1952,31,3/31/1952,3,1952,3,4/3/1952,4,1952,conservative,oral per curiam,True,unknown,False,649,4,October/04/1953,10,1953,1951-064-01,20010,stay,1,Constitution,96 L. Ed. 2d 852,1952 U.S. LEXIS 2245,liberal,5,-1,unknown,unknown,-1,unknown,unknown,2,"RAY, CHAIRMAN OF THE STATE DEMOCRATIC EXECUTIVE COMMITTEE OF ALABAMA, v. BLAIR",1303,302,State Trial Court,North Carolina,3,"political candidate, activist, committee, party, party member, organization, or elected official",211,,False,case did not arise on cert or cert not granted,"political candidate, activist, committee, party, party member, organization, or elected official",211,,72 S. Ct. 598,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,voting,False,no unconstitutionality,False,343 U.S. 154,1951-064-01-01-01,favorable disposition for petitioning party
False,5,,Alien Property Custodian,Due Process,statutory construction,,1951-065,1951-065-01-01,reversed,Vinson,2,1/2/1952,1,1952,2,1/2/1952,1,1952,7,4/7/1952,4,1952,liberal,court opinion,False,affirmed,False,172,4,October/04/1953,10,1953,1951-065-01,40070,cert,4,Court Rules,96 L. Ed. 2d 853,1952 U.S. LEXIS 2230,conservative,5,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,3,"KAUFMAN ET AL. v. SOCIETE INTERNATIONALE POUR PARTICIPATIONS INDUSTRIELLES ET COMMERCIALES, S. A., ET AL.",1303,55,District Of Columbia U.S. District Court,,3,"stockholder, shareholder, or bondholder",237,,False,to resolve important or significant question,foreign (non-American) nongovernmental entity,159,,72 S. Ct. 611,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,12,October/12/1949,10,1949,1951,"due process: takings clause, or other non-constitutional governmental taking of property",False,no unconstitutionality,False,343 U.S. 156,1951-065-01-01-01,favorable disposition for petitioning party
False,68,,Immigration and Naturalization Service,Civil Rights,judicial review (national level),,1951-066,1951-066-01-01,reversed,Vinson,6,3/6/1952,3,1952,6,3/6/1952,3,1952,7,4/7/1952,4,1952,conservative,court opinion,False,unknown,False,443,4,October/04/1953,10,1953,1951-066-01,20110,appeal,3,Federal Statute,96 L. Ed. 2d 863,1952 U.S. LEXIS 2231,liberal,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,3,UNITED STATES v. SPECTOR,1303,51,California Southern U.S. District Court,,3,United States,27,,False,case did not arise on cert or cert not granted,"alien, person subject to a denaturalization proceeding, or one whose citizenship is revoked",106,,72 S. Ct. 591,51,California Southern U.S. District Court,,False,12,October/12/1949,10,1949,1951,deportation (cf. immigration and naturalization),False,no unconstitutionality,False,343 U.S. 169,1951-066-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,judicial review (state level),,1951-067,1951-067-01-01,affirmed (includes modified),Vinson,6,3/6/1952,3,1952,6,3/6/1952,3,1952,7,4/7/1952,4,1952,conservative,court opinion,False,affirmed,False,373,4,October/04/1953,10,1953,1951-067-01,10010,cert,2,Constitutional Amendment,96 L. Ed. 2d 872,1952 U.S. LEXIS 2232,conservative,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,88,"Clark, Tom ( 08/24/1949 - 06/12/1967 )",TCClark,3,STROBLE v. CALIFORNIA,1303,302,State Trial Court,North Carolina,3,"person accused, indicted, or suspected of crime",100,,False,to resolve important or significant question,State,28,California,72 S. Ct. 599,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,involuntary confession,False,no unconstitutionality,False,343 U.S. 181,1951-067-01-01-01,no favorable disposition for petitioning party
False,5,,Alien Property Custodian,Due Process,statutory construction,,1951-068,1951-068-01-01,affirmed and reversed (or vacated) in part and remanded,Vinson,2,1/2/1952,1,1952,2,1/2/1952,1,1952,7,4/7/1952,4,1952,liberal,court opinion,False,affirmed,False,178,4,October/04/1953,10,1953,1951-068-01,40070,cert,3,Federal Statute,96 L. Ed. 2d 888,1952 U.S. LEXIS 2642,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,89,"Minton, Sherman ( 10/12/1949 - 10/15/1956 )",SMinton,0,"UEBERSEE FINANZ-KORPORATION, A. G., v. McGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN",1303,55,District Of Columbia U.S. District Court,,3,foreign (non-American) nongovernmental entity,159,,False,no reason given,"attorney general of the United States, or his office",1,,72 S. Ct. 618,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,12,October/12/1949,10,1949,1951,"due process: takings clause, or other non-constitutional governmental taking of property",False,no unconstitutionality,False,343 U.S. 205,1951-068-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Civil Rights,judicial review (state level),,1951-069,1951-069-01-01,reversed,Vinson,31,3/31/1952,3,1952,31,3/31/1952,3,1952,15,4/15/1952,4,1952,conservative,court opinion,True,affirmed,False,649,4,October/04/1953,10,1953,1951-069-01,20010,cert,1,Constitution,96 L. Ed. 2d 894,1952 U.S. LEXIS 2246,liberal,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,2,"RAY, CHAIRMAN OF THE STATE DEMOCRATIC EXECUTIVE COMMITTEE OF ALABAMA, v. BLAIR",1303,302,State Trial Court,North Carolina,3,"political candidate, activist, committee, party, party member, organization, or elected official",211,,False,no reason given,"political candidate, activist, committee, party, party member, organization, or elected official",211,,72 S. Ct. 654,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,voting,False,no unconstitutionality,False,343 U.S. 214,1951-069-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,federal common law,1951-070,1951-070-01-01,affirmed (includes modified),Vinson,7,3/7/1952,3,1952,7,3/7/1952,3,1952,21,4/21/1952,4,1952,conservative,court opinion,False,reversed,False,450,4,October/04/1953,10,1953,1951-070-01,80060,cert,6,Infrequently litigated statutes,96 L. Ed. 2d 907,1952 U.S. LEXIS 2633,liberal,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,2,UNITED STATES v. ATLANTIC MUTUAL INSURANCE CO. ET AL.,1303,96,New York Southern U.S. District Court,,3,United States,27,,False,to resolve important or significant question,"shipper, including importer and exporter",234,,72 S. Ct. 666,22,"U.S. Court of Appeals, Second Circuit",,False,12,October/12/1949,10,1949,1951,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",False,no unconstitutionality,False,343 U.S. 236,1951-070-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,First Amendment,judicial review (state level),,1951-071,1951-071-01-01,affirmed (includes modified),Vinson,28,11/28/1951,11,1951,28,11/28/1951,11,1951,28,4/28/1952,4,1952,conservative,court opinion,False,affirmed,False,118,4,October/04/1953,10,1953,1951-071-01,30030,cert,2,Constitutional Amendment,96 L. Ed. 2d 919,1952 U.S. LEXIS 2799,conservative,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,80,"Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )",FFrankfurter,4,BEAUHARNAIS v. ILLINOIS,1303,302,State Trial Court,North Carolina,3,"protester, demonstrator, picketer or pamphleteer (non-employment related), or non-indigent loiterer",218,,False,to resolve important or significant question,State,28,Illinois,72 S. Ct. 725,300,State Supreme Court,North Carolina,False,12,October/12/1949,10,1949,1951,"libel, defamation: defamation of public officials and public and private persons",False,no unconstitutionality,False,343 U.S. 250,1951-071-01-01-01,no favorable disposition for petitioning party
