Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
1901 RED ROCK DRIVE,0,GALLUP,MCKINLEY,Yes,902,351,0,35.507302,-108.727229,73,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,0,Voluntary non-profit - Private,5058637000,320038,57,NM,Acute Care Hospitals,87301
1515 LAWRIE TATUM ROAD,0,LAWTON,COMANCHE,Yes,0,0,0,34.627568,-98.38424,0,USPHS LAWTON INDIAN HOSPITAL,0,Government - Federal,5803545000,370170,0,OK,Acute Care Hospitals,73507
421 CHEW STREET,508,ALLENTOWN,LEHIGH,Yes,143,1766,824,40.607979,-75.468162,895,SACRED HEART HOSPITAL,1464,Voluntary non-profit - Private,6107764900,390197,1396,PA,Acute Care Hospitals,18102
50 ROUTE 25A,275,SMITHTOWN,SUFFOLK,Yes,347,5495,532,40.854852,-73.195564,1917,ST CATHERINE OF SIENA HOSPITAL,3512,Voluntary non-profit - Church,6318623000,330401,901,NY,Acute Care Hospitals,11787
702 N 13TH STREET,17,ARTESIA,EDDY,Yes,66,994,29,32.84904,-104.411179,426,ARTESIA GENERAL HOSPITAL,54,Government - Hospital District or Authority,5757483333,320030,37,NM,Acute Care Hospitals,88210
3917 WEST ROAD,17,LOS ALAMOS,LOS ALAMOS,Yes,0,1502,129,35.881939,-106.318279,285,LOS ALAMOS MEDICAL CENTER,26,Proprietary,5056624201,320033,313,NM,Acute Care Hospitals,87544
1 CHOCTAW WAY,0,TALIHINA,LATIMER,Yes,0,0,0,34.75548,-95.083689,0,CHOCTAW NATION HEALTHCARE,0,Government - Federal,9185677000,370172,0,OK,Acute Care Hospitals,74571
100 WEST MAIN STREET,77,SPRINGFIELD,CLARK,No,2029,1656,887,39.925385,-83.812816,1419,"OHIO VALLEY MEDICAL CENTER, LLC",1020,Voluntary non-profit - Private,9375213900,360355,41,OH,Acute Care Hospitals,45502
3001 GREENBAY ROAD,0,NORTH CHICAGO,LAKE,No,0,0,0,42.30539,-87.859356,0,NORTH CHICAGO VA MEDICAL CENTER,0,Government Federal,8476881900,14034F,0,IL,ACUTE CARE - VETERANS ADMINISTRATION,60064
110 N OAK ST,0,TOWNSEND,BROADWATER,Yes,0,0,0,46.321905,-111.516324,0,BROADWATER HEALTH CENTER,0,Voluntary non-profit - Private,4062663186,271333,0,MT,Critical Access Hospitals,59644
710 N 11TH ST,0,COLUMBUS,STILLWATER,Yes,0,0,0,45.642832,-109.242273,0,STILLWATER BILLINGS CLINIC,0,Voluntary non-profit - Private,4063225316,271330,0,MT,Critical Access Hospitals,59019
218 CORPORATE DRIVE,67,HOUMA,TERREBONNE,No,877,1361,301,29.599089,-90.747463,139,PHYSICIANS MEDICAL CENTER,20,Proprietary,9858531390,190241,19,LA,Acute Care Hospitals,70360
312 GRAMMONT ST SUITE 101,397,MONROE,OUACHITA,No,969,40,5,32.501113,-92.115297,819,P & S SURGICAL HOSPITAL,570,Physician,3183884040,190246,14,LA,Acute Care Hospitals,71201
802 2ND ST SE,0,CUT BANK,GLACIER,Yes,0,0,0,48.628547,-112.327087,0,NORTHERN ROCKIES MEDICAL CENTER,0,Voluntary non-profit - Private,4068732251,271337,0,MT,Critical Access Hospitals,59427
315 W MADISON AVE,0,CHESTER,LIBERTY,Yes,0,0,0,48.510508,-110.970835,0,LIBERTY MEDICAL CENTER,0,Voluntary non-profit - Private,4067595181,271334,0,MT,Critical Access Hospitals,59522
2408 BROADMOOR BLVD,71,MONROE,OUACHITA,No,125,484,37,32.536574,-92.102361,103,MONROE SURGICAL HOSPITAL,42,Proprietary,3184100002,190245,32,LA,Acute Care Hospitals,71201
17 N MILES,0,HARDIN,BIG HORN,Yes,0,0,0,45.728744,-107.616404,0,BIG HORN CO MEMORIAL HOSPITAL,0,Government - Local,4066652310,271338,0,MT,Critical Access Hospitals,59034
"1010 SOUTH 7650 EAST, POST OFFICE BOX 9",0,CROW AGENCY,BIG HORN,Yes,0,0,0,45.604141,-107.464528,0,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,0,Government - Federal,4066382626,271339,0,MT,Critical Access Hospitals,59022
1995 EAST STATE STREET,161,SALEM,COLUMBIANA,Yes,374,4808,566,40.900928,-80.831812,1256,SALEM REGIONAL MEDICAL CENTER,1515,Voluntary non-profit - Private,3303321551,360185,1565,OH,Acute Care Hospitals,44460
4401 BOOTH CALLOWAY ROAD,321,NORTH RICHLAND HILLS,TARRANT,Yes,0,1409,112,32.829238,-97.213524,149,NORTH HILLS HOSPITAL,103,Proprietary,8172551000,450087,72,TX,Acute Care Hospitals,76180
401 EAST VAUGHN AVENUE,80,RUSTON,LINCOLN,Yes,199,623,264,32.515324,-92.633913,552,NORTHERN LOUISIANA MEDICAL CENTER,113,Proprietary,3182542100,190086,946,LA,Acute Care Hospitals,71270
601 ELMWOOD AVE,1373,ROCHESTER,MONROE,Yes,3055,11319,874,43.122592,-77.623489,5135,STRONG MEMORIAL HOSPITAL,3833,Voluntary non-profit - Private,5852752121,330285,2022,NY,Acute Care Hospitals,14642
1000 SOUTH BECKHAM STREET,1494,TYLER,SMITH,Yes,0,7584,714,32.339101,-95.291051,894,EAST TEXAS MEDICAL CENTER,5179,Government - Local,9035970351,450083,5838,TX,Acute Care Hospitals,75701
706 ROSS STREET,0,OAK GROVE,WEST CARROLL,Yes,0,0,0,32.868309,-91.383213,0,WEST CARROLL MEMORIAL HOSPITAL,0,Proprietary,3184283237,190081,0,LA,Acute Care Hospitals,71263
2001 N JEFFERSON,50,MOUNT PLEASANT,TITUS,Yes,0,350,297,33.175729,-94.971802,674,TITUS REGIONAL MEDICAL CENTER,59,Government - Hospital District or Authority,9035776000,450080,84,TX,Acute Care Hospitals,75455
20171 CHASEWOOD PARK DRIVE,127,HOUSTON,HARRIS,Yes,132,3075,104,29.989383,-95.567901,46,"ST LUKE'S HOSPITAL AT THE VINTAGE, LLC",50,Proprietary,8325345000,670075,44,TX,Acute Care Hospitals,77070
2001 DOCTORS DRIVE,6,SPRINGHILL,WEBSTER,Yes,103,16,12,33.010286,-93.44389,13,SPRINGHILL MEDICAL CENTER,12,Voluntary non-profit - Private,3185391000,190088,33,LA,Acute Care Hospitals,71075
1205 E NORTH ST,0,MANTECA,SAN JOAQUIN,Yes,0,0,0,37.80155,-121.197502,0,DOCTORS HOSPITAL OF MANTECA,0,Proprietary,2098233111,50118,0,CA,Acute Care Hospitals,95336
"P O BOX 278, 4800 HOSPITAL PARKWAY",0,BEATRICE,GAGE,Yes,0,0,0,40.316161,-96.749455,0,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",0,Voluntary non-profit - Private,4022283344,281364,0,NE,Critical Access Hospitals,68310
145 MEMORIAL DRIVE,0,BROKEN BOW,CUSTER,Yes,0,0,0,41.409042,-99.630799,0,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,0,Voluntary non-profit - Private,3088724100,281365,0,NE,Critical Access Hospitals,68822
1215 TIBBALS ST,0,HOLDREGE,PHELPS,Yes,0,0,0,40.447069,-99.382048,0,PHELPS MEMORIAL HEALTH CENTER,0,Voluntary non-profit - Private,3089952211,281362,0,NE,Critical Access Hospitals,68949
"P O BOX 1328, 1301 EAST H ST",0,MCCOOK,RED WILLOW,Yes,0,0,0,40.205324,-100.607803,0,COMMUNITY HOSPITAL,0,Voluntary non-profit - Other,3083442650,281363,0,NE,Critical Access Hospitals,69001
"P O BOX 810, 2101 BOX BUTTE AVE",0,ALLIANCE,BOX BUTTE,Yes,0,0,0,42.116617,-102.869781,0,BOX BUTTE GENERAL HOSPITAL,0,Government - Local,3087626660,281360,0,NE,Critical Access Hospitals,69301
"P O BOX 980, 1201 NORTH ERIE ST",0,LEXINGTON,DAWSON,Yes,0,0,0,40.78543,-99.757467,0,LEXINGTON REGIONAL HEALTH CENTER,0,Government - Hospital District or Authority,3083245651,281361,0,NE,Critical Access Hospitals,68850
235 N HOOVER ST,0,LOS ANGELES,LOS ANGELES,No,0,0,0,34.075603,-118.284125,0,TEMPLE COMMUNITY HOSPITAL,0,Proprietary,2133827252,50111,0,CA,Acute Care Hospitals,90004
1515 E OCEAN AVENUE,0,LOMPOC,SANTA BARBARA,Yes,0,0,0,34.640749,-120.439583,0,LOMPOC VALLEY MEDICAL CENTER,0,Government - Hospital District or Authority,8057373300,50110,0,CA,Acute Care Hospitals,93436
222 W 39TH AVE,0,SAN MATEO,SAN MATEO,Yes,0,0,0,37.531268,-122.299298,0,SAN MATEO MEDICAL CENTER,0,Government - Local,6505732222,50113,0,CA,Acute Care Hospitals,94403
1250 16TH STREET,0,SANTA MONICA,LOS ANGELES,Yes,0,0,0,34.026789,-118.486608,0,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,0,Government - State,3103194000,50112,0,CA,Acute Care Hospitals,90404
555 E VALLEY PARKWAY,0,ESCONDIDO,SAN DIEGO,Yes,0,0,0,33.125166,-117.075245,0,PALOMAR HEALTH DOWNTOWN CAMPUS,0,Government - Hospital District or Authority,7607393000,50115,0,CA,Acute Care Hospitals,92025
135 EAST SWAN STREET,0,CENTERVILLE,HICKMAN,Yes,0,0,0,35.780689,-87.460762,0,SAINT THOMAS HICKMAN HOSPITAL,0,Voluntary non-profit - Other,9317294271,441300,0,TN,Critical Access Hospitals,37033
18300 ROSCOE BLVD,0,NORTHRIDGE,LOS ANGELES,Yes,0,0,0,34.220398,-118.533595,0,NORTHRIDGE HOSPITAL MEDICAL CENTER,0,Voluntary non-profit - Private,8188858500,50116,0,CA,Acute Care Hospitals,91325
1560 SUMRALL RD,0,COLUMBIA,MARION,Yes,0,193,0,31.255657,-89.806411,16,MARION GENERAL HOSPITAL,0,Voluntary non-profit - Other,6017366303,250085,67,MS,Acute Care Hospitals,39429
1125 WEST HIGHWAY 30,3,GONZALES,ASCENSION,Yes,0,12,118,30.209183,-90.93215,5,ST ELIZABETH HOSPITAL,297,Voluntary non-profit - Private,2256475000,190242,0,LA,Acute Care Hospitals,70737
1397 WEIMER ROAD,15,TAOS,TAOS,Yes,0,1176,100,36.367251,-105.577246,1090,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,164,Voluntary non-profit - Private,5757588883,320013,411,NM,Acute Care Hospitals,87571
585 LEBANON STREET,69,MELROSE,MIDDLESEX,Yes,22,8992,1222,42.460517,-71.062045,1442,HALLMARK HEALTH SYSTEM,203,Voluntary non-profit - Private,7819793000,220070,891,MA,Acute Care Hospitals,2176
4000 WELLNESS DRIVE,859,MIDLAND,MIDLAND,Yes,550,2687,788,43.635546,-84.260855,899,MIDMICHIGAN MEDICAL CENTER-MIDLAND,192,Voluntary non-profit - Other,9898393000,230222,1066,MI,Acute Care Hospitals,48670
1000 HARRINGTON BLVD,232,MOUNT CLEMENS,MACOMB,Yes,300,407,493,42.587188,-82.896772,441,MCLAREN MACOMB,1,Proprietary,5864938000,230227,61,MI,Acute Care Hospitals,48043
900 ILLINOIS AVE,62,STEVENS POINT,PORTAGE,Yes,849,2624,142,44.5266,-89.5658,375,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,587,Voluntary non-profit - Church,7153465000,520002,16,WI,Acute Care Hospitals,54481
605 OAK STREET,97,BIG RAPIDS,MECOSTA,Yes,654,911,119,43.693989,-85.475328,582,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,17,Government - Local,2317968691,230093,44,MI,Acute Care Hospitals,49307
52 SEARGENT PRENTISS DRIVE,14,NATCHEZ,ADAMS,Yes,1,556,30,31.528432,-91.388884,312,NATCHEZ REGIONAL MEDICAL CENTER,710,Government - Local,6014432100,250084,24,MS,Acute Care Hospitals,39120
1208 6TH AVE E,0,SUPERIOR,MINERAL,Yes,0,0,0,47.184633,-114.876392,0,MINERAL COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,4068224841,271331,0,MT,Critical Access Hospitals,59872
322 COLEMAN STREET,0,MARLIN,FALLS,Yes,0,0,0,31.307352,-96.894075,0,FALLS COMMUNITY HOSPITAL AND CLINIC,0,Voluntary non-profit - Private,2548033561,450348,0,TX,Acute Care Hospitals,76661
1600 HOSPITAL WAY,8,WHITEFISH,FLATHEAD,Yes,0,458,110,48.380652,-114.331137,113,NORTH VALLEY HOSPITAL,99,Voluntary non-profit - Private,4068633550,271336,4,MT,Critical Access Hospitals,59937
1301 FIRST ST,73,KENNETT,DUNKLIN,Yes,0,0,39,36.236584,-90.043149,183,TWIN RIVERS REGIONAL MEDICAL CENTER,0,Proprietary,5738884522,260015,336,MO,Acute Care Hospitals,63857
250 HOSPITAL PARKWAY,0,SAN JOSE,SANTA CLARA,Yes,0,0,0,37.23961,-121.800278,0,KAISER FOUNDATION HOSPITAL-SAN JOSE,0,Voluntary non-profit - Other,4089727000,50604,0,CA,Acute Care Hospitals,95119
822 W 4TH STREET,0,LEADVILLE,LAKE,Yes,0,0,0,39.244794,-106.301602,0,ST VINCENT HOSPITAL GENERAL DISTRICT,0,Government - Hospital District or Authority,7194860230,61319,0,CO,Critical Access Hospitals,80461
214 S 4TH STREET,0,KREMMLING,GRAND,Yes,0,0,0,40.057025,-106.390502,0,MIDDLE PARK MEDICAL CENTER,0,Government - Hospital District or Authority,9707243442,61318,0,CO,Critical Access Hospitals,80459
100 ST MARY'S MEDICAL PLAZA,191,JEFFERSON CITY,COLE,Yes,0,1451,231,38.576702,-92.173516,644,ST MARY'S HEALTH CENTER,5,Proprietary,5737617000,260011,50,MO,Acute Care Hospitals,65101
900 SOUTH BRYAN ROAD,36,MISSION,HIDALGO,Yes,10,76,88,26.196656,-98.314094,61,MISSION REGIONAL MEDICAL CENTER,1621,Voluntary non-profit - Private,9563239000,450176,587,TX,Acute Care Hospitals,78572
24451 HEALTH CENTER DRIVE,0,LAGUNA HILLS,ORANGE,Yes,0,0,0,33.608901,-117.708725,0,SADDLEBACK MEMORIAL MEDICAL CENTER,0,Voluntary non-profit - Private,9498374500,50603,0,CA,Acute Care Hospitals,92653
529 CAPP HARLAN ROAD,0,TOMPKINSVILLE,MONROE,Yes,0,0,0,36.700056,-85.678623,0,MONROE COUNTY MEDICAL CENTER,0,Voluntary non-profit - Private,2704879231,180105,0,KY,Acute Care Hospitals,42167
286 16TH STREET,0,BURLINGTON,KIT CARSON,Yes,0,0,0,39.303305,-102.270643,0,KIT CARSON COUNTY MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,7193465311,61313,0,CO,Critical Access Hospitals,80807
555 PROSPECT AVENUE,0,ESTES PARK,LARIMER,Yes,0,0,0,40.3716,-105.515541,0,ESTES PARK MEDICAL CENTER,0,Government - Hospital District or Authority,9705862317,61312,0,CO,Critical Access Hospitals,80517
373 E TENTH AVE,0,SPRINGFIELD,BACA,Yes,0,0,0,37.404165,-102.61242,0,SOUTHEAST COLORADO HOSPITAL,0,Government - Hospital District or Authority,7195234501,61311,0,CO,Critical Access Hospitals,81073
900 CEDAR STREET,0,JULESBURG,SEDGWICK,No,0,0,0,40.993298,-102.268781,0,SEDGWICK COUNTY MEMORIAL HOSPITAL,0,Government - Local,9704743323,61310,0,CO,Critical Access Hospitals,80737
3440 E LA PALMA AVENUE,0,ANAHEIM,ORANGE,Yes,0,0,0,33.852006,-117.844139,0,KAISER FOUNDATION HOSPITAL- ORANGE COUNTY- ANAHEIM,0,Voluntary non-profit - Other,7146442000,50609,0,CA,Acute Care Hospitals,92806
1401 GARCES HIGHWAY,0,DELANO,KERN,Yes,0,0,0,35.762162,-119.238886,0,DELANO REGIONAL MEDICAL CENTER,0,Proprietary,6617254800,50608,0,CA,Acute Care Hospitals,93215
1000 WEST 8TH AVENUE,0,YUMA,YUMA,Yes,0,0,0,40.118459,-102.736396,0,YUMA DISTRICT HOSPITAL,0,Government - Hospital District or Authority,9708485405,61315,0,CO,Critical Access Hospitals,80759
750 HOSPITAL LOOP,0,CRAIG,MOFFAT,Yes,0,0,0,40.518655,-107.580216,0,"MEMORIAL HOSPITAL, THE",0,Government - Local,9708249411,61314,0,CO,Critical Access Hospitals,81625
HWY 84 BOX 636,0,MEADVILLE,FRANKLIN,Yes,0,0,0,31.472393,-90.896768,0,FRANKLIN COUNTY MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,6013845801,251330,0,MS,Critical Access Hospitals,39653
140 BURKE-CALHOUN CITY ROAD,0,CALHOUN CITY,CALHOUN,Yes,0,0,0,33.870075,-89.318002,0,CALHOUN HEALTH SERVICES,0,Government - Local,6626286611,251331,0,MS,Critical Access Hospitals,38916
"9421 EAST SIDE DRIVE EXTENSION, POB 299",0,NEWTON,NEWTON,Yes,0,0,0,32.321255,-89.163393,0,PIONEER HEALTH SERVICES OF NEWTON,0,Proprietary,6016832031,251332,0,MS,Critical Access Hospitals,39345
305 WEST MOODY STREET,0,POPLARVILLE,PEARL RIVER,Yes,0,0,0,30.857131,-89.540504,0,PEARL RIVER COUNTY HOSPITAL,0,Voluntary non-profit - Other,6017954543,251333,0,MS,Critical Access Hospitals,39470
8613 MS HIGHWAY 12,0,ACKERMAN,CHOCTAW,No,0,0,0,33.444129,-88.847767,0,PIONEER COMMUNITY HOSPITAL OF CHOCTAW- CAH,0,Voluntary non-profit - Other,6622856235,251334,0,MS,Critical Access Hospitals,39735
14365 HIGHWAY 16 WEST,0,DE KALB,KEMPER,Yes,0,0,0,32.765934,-88.744722,0,JOHN C STENNIS MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,7694861000,251335,0,MS,Critical Access Hospitals,39328
500 S STATE HWY 37,0,MOUNT VERNON,FRANKLIN,Yes,0,0,0,33.176745,-95.234766,0,EAST TEXAS MEDICAL CENTER MOUNT VERNON,0,Voluntary non-profit - Other,9035374552,450373,0,TX,Acute Care Hospitals,75457
624 WEST MAIN ST,0,YADKINVILLE,YADKIN,Yes,0,0,0,36.13444,-80.669584,0,YADKIN VALLEY COMMUNITY HOSPITAL,0,Proprietary,3366792041,341308,0,NC,Critical Access Hospitals,27055
507 E FREMONT ST,0,BURGAW,PENDER,Yes,0,0,0,34.550705,-77.91987,0,PENDER MEMORIAL HOSPITAL,0,Government - Local,9102595451,341307,0,NC,Critical Access Hospitals,28425
45 PLATEAU STREET,0,BRYSON CITY,SWAIN,Yes,0,0,0,35.434617,-83.444764,0,MEDWEST SWAIN,0,Voluntary non-profit - Private,8284882155,341305,0,NC,Critical Access Hospitals,28713
1403 SOUTH KINGS STREET,0,WINDSOR,BERTIE,Yes,0,0,0,35.988592,-76.928804,0,VIDANT BERTIE  HOSPITAL,0,Voluntary non-profit - Private,2527946600,341304,0,NC,Critical Access Hospitals,27983
520 ALLEN STREET,0,TROY,MONTGOMERY,Yes,0,110,0,35.363523,-79.890767,2,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,0,Voluntary non-profit - Private,9105721301,341303,0,NC,Critical Access Hospitals,27371
921 JUNIOR HIGH ROAD,0,SCOTLAND NECK,HALIFAX,Yes,0,0,0,36.127544,-77.427543,0,OUR COMMUNITY HOSPITAL,0,Government - Hospital District or Authority,2528264144,341302,0,NC,Critical Access Hospitals,27874
111 COLCHESTER AVE,1251,BURLINGTON,CHITTENDEN,Yes,2690,12557,2080,44.479659,-73.194118,3588,FLETCHER ALLEN HOSPITAL OF VERMONT,4257,Voluntary non-profit - Other,8028470000,470003,6910,VT,Acute Care Hospitals,5401
130 WEST KINGSBRIDGE ROAD,0,BRONX,BRONX,No,0,0,0,40.868521,-73.905272,0,BRONX VA MEDICAL CENTER,0,Government Federal,7185849000,33016F,0,NY,ACUTE CARE - VETERANS ADMINISTRATION,10468
230 NORTH BROAD STREET,797,PHILADELPHIA,PHILADELPHIA,Yes,309,4409,799,39.957181,-75.162898,1101,HAHNEMANN UNIVERSITY HOSPITAL,190,Proprietary,2157627000,390290,1026,PA,Acute Care Hospitals,19102
2095 HENRY TECKLENBURG DRIVE,329,CHARLESTON,CHARLESTON,Yes,9,2079,370,32.808528,-80.042458,791,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,5126,Voluntary non-profit - Private,8434021006,420065,224,SC,Acute Care Hospitals,29414
1898 FORT ROAD,0,SHERIDAN,SHERIDAN,No,0,0,0,44.827387,-106.98581,0,SHERIDAN VA MEDICAL CENTER,0,Government Federal,3076721675,53005F,0,WY,ACUTE CARE - VETERANS ADMINISTRATION,82801
855 S MAIN ST,0,OCONTO FALLS,OCONTO,Yes,0,0,0,44.865351,-88.128611,0,COMMUNITY MEM HOSPITAL,0,Voluntary non-profit - Private,9208463444,521310,0,WI,Critical Access Hospitals,54154
1250 S WASHINGTON STREET,15,VAN WERT,VAN WERT,Yes,0,975,14,40.850403,-84.581343,430,VAN WERT COUNTY HOSPITAL,0,Voluntary non-profit - Private,4192388627,360071,18,OH,Acute Care Hospitals,45891
1777 WEST YOSEMITE AVE,0,MANTECA,SAN JOAQUIN,Yes,0,0,0,37.79803,-121.246197,0,KAISER FOUNDATION HOSPITAL MANTECA,0,Voluntary non-profit - Private,2098253700,50748,0,CA,Acute Care Hospitals,95337
110 NORTH MAIN STREET,185,GREENVILLE,MERCER,Yes,379,4309,856,41.411267,-80.371664,1762,UPMC HORIZON,99,Voluntary non-profit - Private,7245882100,390178,1486,PA,Acute Care Hospitals,16125
701 EAST MARSHALL STREET,341,WEST CHESTER,CHESTER,Yes,0,1227,447,39.970243,-75.602588,590,CHESTER COUNTY HOSPITAL,11,Voluntary non-profit - Private,6104315000,390179,57,PA,Acute Care Hospitals,19380
8835 GERMANTOWN AVE,90,PHILADELPHIA,PHILADELPHIA,Yes,0,1069,53,40.0788,-75.211073,221,CHESTNUT HILL HOSPITAL,496,Proprietary,2152488200,390026,29,PA,Acute Care Hospitals,19118
2302 CORNERSTONE BOULEVARD,5,EDINBURG,HIDALGO,Yes,140,333,0,26.26301,-98.199347,399,CORNERSTONE REGIONAL HOSPITAL,345,Proprietary,9566184444,450825,17,TX,Acute Care Hospitals,78539
4650 LINCOLN BLVD,0,MARINA DEL REY,LOS ANGELES,Yes,0,0,0,33.982087,-118.439029,0,MARINA DEL REY HOSPITAL,0,Proprietary,3108238911,50740,0,CA,Acute Care Hospitals,90291
"835 HOSPITAL ROAD,  PO BOX 788",229,INDIANA,INDIANA,Yes,179,2706,687,40.607547,-79.156572,864,INDIANA REGIONAL MEDICAL CENTER,2242,Voluntary non-profit - Private,7243577000,390173,764,PA,Acute Care Hospitals,15701
5900 WEST OLYMPIC BOULEVARD,0,LOS ANGELES,LOS ANGELES,Yes,0,0,0,34.057414,-118.359873,0,OLYMPIA MEDICAL CENTER,0,Proprietary,3106575900,50742,0,CA,Acute Care Hospitals,90036
1801 HICKMAN ROAD,99,DES MOINES,POLK,Yes,86,1155,659,41.616506,-93.64215,1506,BROADLAWNS MEDICAL CENTER,78,Voluntary non-profit - Other,5152822200,160101,3647,IA,Acute Care Hospitals,50314
1025 S ANAHEIM BLVD,0,ANAHEIM,ORANGE,Yes,0,0,0,33.819878,-117.90933,0,WESTERN MEDICAL CENTER HOSP ANAHEIM,0,Proprietary,7145336220,50744,0,CA,Acute Care Hospitals,92805
2601 E CHAPMAN AVE,0,ORANGE,ORANGE,Yes,0,0,0,33.788731,-117.82639,0,CHAPMAN MEDICAL CENTER,0,Proprietary,7146330011,50745,0,CA,Acute Care Hospitals,92869
1001 NORTH TUSTIN AVENUE,0,SANTA ANA,ORANGE,Yes,0,0,0,33.754074,-117.833053,0,WESTERN MEDICAL CENTER SANTA ANA,0,Proprietary,7149533331,50746,0,CA,Acute Care Hospitals,92705
2701 S BRISTOL ST,0,SANTA ANA,ORANGE,Yes,0,0,0,33.711143,-117.884627,0,COASTAL COMMUNITIES HOSPITAL,0,Proprietary,7147545454,50747,0,CA,Acute Care Hospitals,92704
2500 BERNVILLE ROAD,731,READING,BERKS,Yes,2,835,480,40.375476,-75.978758,351,ST JOSEPH MEDICAL CENTER,46,Voluntary non-profit - Church,6103782300,390096,75,PA,Acute Care Hospitals,19605
725 AMERICAN AVE,644,WAUKESHA,WAUKESHA,Yes,0,7469,542,43.011174,-88.243083,2042,WAUKESHA MEMORIAL HOSPITAL,4359,Voluntary non-profit - Private,2629281000,520008,491,WI,Acute Care Hospitals,53188
2121 N. AVENUE,0,GRAND JUNCTION,MESA,No,0,0,0,39.070112,-108.540233,0,GRAND JUNCTION VA MEDICAL CENTER,0,Government Federal,9702441329,06007F,0,CO,ACUTE CARE - VETERANS ADMINISTRATION,81501
1800 SOUTH RENAISSANCE BOULEVARD,10,EDMOND,OKLAHOMA,Yes,0,10,17,35.635043,-97.499615,4,SUMMIT MEDICAL CENTER,310,Physician,4053592400,370225,1,OK,Acute Care Hospitals,73013
1500 E HOUSTON HWY,45,BEEVILLE,BEE,Yes,0,25,11,28.415906,-97.732009,21,CHRISTUS SPOHN HOSPITAL BEEVILLE,0,Voluntary non-profit - Church,3613542000,450082,4,TX,Acute Care Hospitals,78102
100 JACKSON PIKE,21466,GALLIPOLIS,GALLIA,Yes,0,95,810,38.84442,-82.236841,499,HOLZER MEDICAL CENTER,22,Voluntary non-profit - Private,7404465000,360054,559,OH,Acute Care Hospitals,45631
2435 LAS AMERICAS AVE,0,PONCE,PONCE,Yes,0,0,0,18.003635,-66.616935,0,HOSPITAL METROPOLITANO DR PILA,0,Voluntary non-profit - Private,7878485600,400003,0,PR,Acute Care Hospitals,733
100 MEDICAL CENTER DRIVE,89,SPRINGFIELD,CLARK,Yes,0,2145,120,39.928309,-83.816153,197,SPRINGFIELD REGIONAL MEDICAL CENTER,12,Voluntary non-profit - Private,9375231000,360086,31,OH,Acute Care Hospitals,45504
1500 NORTH GREEN AVENUE,0,PURCELL,MCCLAIN,Yes,121,569,22,35.028781,-97.365813,55,PURCELL MUNICIPAL HOSPITAL,1822,Government - Hospital District or Authority,4055276524,370158,14,OK,Acute Care Hospitals,73080
ELM AND CARLTON STREETS,0,BUFFALO,ERIE,Yes,0,0,0,42.898534,-78.864996,0,ROSWELL PARK CANCER INSTITUTE,0,Voluntary non-profit - Private,7168452300,330354,0,NY,Acute Care Hospitals,14203
445 LENOX ROAD,1370,BROOKLYN,KINGS,Yes,1461,5894,1255,40.655003,-73.944252,1188,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),609,Government - State,7182701000,330350,1370,NY,Acute Care Hospitals,11203
429 WEST ELM STREET,0,HOBART,KIOWA,Yes,0,208,1,35.036823,-99.097712,47,ELKVIEW GENERAL HOSPITAL,0,Government - Hospital District or Authority,5807263324,370153,2,OK,Acute Care Hospitals,73651
102 - 01 66TH ROAD,333,FOREST HILLS,QUEENS,Yes,1,1240,976,40.729029,-73.851524,2809,FOREST HILLS HOSPITAL,184,Voluntary non-profit - Other,7188304000,330353,847,NY,Acute Care Hospitals,11375
8333 FELCH ST,19,ZEELAND,OTTAWA,Yes,0,2700,43,42.821572,-85.987425,360,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,6167724644,230003,13,MI,Acute Care Hospitals,49464
36475 FIVE MILE ROAD,643,LIVONIA,WAYNE,Yes,495,5496,616,42.394664,-83.405374,907,ST MARY MERCY HOSPITAL,0,Voluntary non-profit - Private,7346554800,230002,53,MI,Acute Care Hospitals,48154
1373 EAST SR 62,65,MADISON,JEFFERSON,Yes,322,1519,143,38.79235,-85.364374,189,KING'S DAUGHTERS' HEALTH,939,Voluntary non-profit - Private,8128010105,150069,84,IN,Acute Care Hospitals,47250
22 MASONIC AVE,0,WALLINGFORD,NEW HAVEN,No,0,0,0,41.462812,-72.836496,0,MASONIC HOME AND HOSPITAL,0,Voluntary non-profit - Private,2036795900,70039,0,CT,Acute Care Hospitals,6492
