age,category,citizenship,company.name,company.type,country code,founded,from emerging,gdp,gender,industry,inherited,name,rank,region,relationship,sector,was founder,was political,wealth.type,worth in billions,year
50,Financial,United States,Kleinter Perkins Caufield & Byers,new,USA,1972,True,10600000000000.0,male,Venture Capital,True,John Doerr,490,North America,employee,venture capitalist,True,False,self-made finance,1.0,2001
57,Traded Sectors,Ireland,Campbell Soup,aquired,IRL,1869,True,109000000000.0,male,Consumer,True,John Dorrance,222,Europe,relation,soup,True,False,inherited,2.1,2001
39,Traded Sectors,United States,The Gap,new,USA,1969,True,10600000000000.0,male,Consumer,True,John Fisher,272,North America,relation,clothing ,True,False,inherited,1.8,2001
56,Non-Traded Sectors,Norway,Frontline Ltd.,aquired,NOR,1985,True,174000000000.0,male,Media,True,John Fredriksen,421,Europe,founder,oil tankers,True,False,founder non-finance,1.2,2001
57,Non-Traded Sectors,United Kingdom,Matalan,new,GBR,1985,True,1530000000000.0,male,"Retail, Restaurant",True,John Hargreaves,251,Europe,founder,retail,True,False,founder non-finance,1.9,2001
-1,Non-Traded Sectors,Germany,,,DEU,0,True,1950000000000.0,male,Media,True,John Jahr,251,Europe,,media,True,False,inherited,1.9,2001
86,Non-Traded Sectors,United States,Metropolitan Broadcasting Corporation,new,USA,1956,True,10600000000000.0,male,Media,True,John Kluge,24,North America,chairman,media,True,False,executive,10.9,2001
-1,New Sectors,United States,Molex Incorporated,new,USA,1938,True,10600000000000.0,male,Technology-Computer,True,John Krehbiel Jr,421,North America,co-chairman,electronic interconnectors,True,False,executive,1.2,2001
60,Non-Traded Sectors,United States,Tele-Communications Inc,merger,USA,1968,True,10600000000000.0,male,Media,True,John Malone,182,North America,CEO,telecommunications,True,False,executive,2.5,2001
65,Financial,United States,Marriot,new,USA,1927,True,10600000000000.0,male,Real Estate,True,John Marriott Jr,421,North America,relation,hotels,True,False,inherited,1.2,2001
64,Traded Sectors,United States,"Mars, Incorperated",new,USA,1911,True,10600000000000.0,male,Consumer,True,John Mars,31,North America,relation,candy,True,False,inherited,9.0,2001
50,Non-Traded Sectors,United States,McCaw Cellular,new,USA,1987,True,10600000000000.0,male,Media,True,John McCaw,452,North America,relation,cell phones,True,False,executive,1.1,2001
61,Non-Traded Sectors,United States,Menards,new,USA,1972,True,10600000000000.0,male,"Retail, Restaurant",True,John Menard,234,North America,founder,hardware stores,True,False,founder non-finance,2.0,2001
67,New Sectors,United States,Cisco Systems,new,USA,1984,True,10600000000000.0,male,Technology-Computer,True,John Morgridge,234,North America,ceo,software,True,False,executive,2.0,2001
54,New Sectors,United States,SAS institute,new,USA,1976,True,10600000000000.0,male,Technology-Computer,True,John Sall,167,North America,founder,software,True,False,founder non-finance,2.8,2001
92,Traded Sectors,United States,J.R. Simplot Company,new,USA,1929,True,10600000000000.0,male,Consumer,True,John Simplot,115,North America,founder,agricultural products,True,False,founder non-finance,3.6,2001
61,Financial,United States,Sobrato Organization,new,USA,1979,True,10600000000000.0,male,Real Estate,True,John Sobrato,336,North America,founder,real estate,True,False,self-made finance,1.5,2001
-1,Resource Related,New Zealand,Todd Energy,new,NZL,1929,True,53872593337.0,male,Energy,True,John Todd,490,North America,relation,oil,True,False,inherited,1.0,2001
62,Resource Related,Netherlands,BCD Holdings,new,NLD,1975,True,426000000000.0,male,Energy,True,John van Vlissingen,363,Europe,founder,travel company,True,False,privatized and resources,1.4,2001
55,Traded Sectors,United States,Walmart, new,USA,1962,True,10600000000000.0,male,Consumer,True,John Walton,8,North America,relation, retail,True,False,inherited,18.7,2001
63,Traded Sectors,United States,Huntsman chemical,new,USA,1982,True,10600000000000.0,male,Non-consumer industrial,True,Jon Huntsman,104,North America,founder,chemicals,True,False,founder non-finance,3.8,2001
42,New Sectors,United States,Stryker Corporation,new,USA,1941,True,10600000000000.0,male,Technology-Medical,True,Jon Stryker,421,North America,relation,medical supplies,True,False,inherited,1.2,2001
-1,Financial,Brazil,Banco Safra (now Saftra Group),new,BRA,1955,True,560000000000.0,male,Money Management,True,Joseph and Moise Safra,162,Latin America,founder,banking,True,False,self-made finance,2.9,2001
75,0,United States,,,USA,1987,True,10600000000000.0,male,Other,True,Joseph Jamail Jr,421,North America,lawer,lawsuits,True,False,executive,1.2,2001
-1,Financial,Spain,Acciona Trasmediterranea,new,ESP,1916,True,626000000000.0,male,Diversified financial,True,Juan and Carlos March,272,Europe,relation,shipping,True,False,inherited,1.8,2001
69,Financial,United States,Tiger Management Corp,new,USA,1980,True,10600000000000.0,male,Hedge funds,True,Julian Robertson,490,North America,founder,hedge funds,True,False,self-made finance,1.0,2001
65,Financial,Brazil,Banco Bozano Simonsen,new,BRA,1960,True,560000000000.0,male,Money Management,True,Julio Bozano,272,Latin America,founder,banking,True,False,self-made finance,1.8,2001
-1,New Sectors,Japan,Konami,new,JPN,1969,True,4160000000000.0,male,Technology-Computer,True,Kagemasa Kozuki,452,East Asia,founder,video games,True,False,founder non-finance,1.1,2001
77,Non-Traded Sectors,Germany,Massa,new,DEU,1965,True,1950000000000.0,male,"Retail, Restaurant",True,Karl-Heinz Kipp,138,Europe,founder,retail,True,False,founder non-finance,3.2,2001
58,Financial,Japan,Wynn Resorts,new,JPN,1973,True,4160000000000.0,male,Real Estate,True,Kazuo Okada,116,East Asia,founder,casinos,True,False,self-made finance,3.5,2001
-1,Non-Traded Sectors,United States,McCaw Cellular,new,USA,1987,True,10600000000000.0,male,Media,True,Keith McCaw,452,North America,relation,cell phones,True,False,executive,1.1,2001
66,Financial,Turkey,,new,TUR,1956,True,196000000000.0,male,Diversified financial,True,Kemal Uzan,312,Middle East/North Africa,founder,construction,True,True,privatized and resources,1.6,2001
48,Traded Sectors,Japan,Mabuchi Motor Company,new,JPN,1946,True,4160000000000.0,male,Non-consumer industrial,True,Kenichi Mabuchi,272,East Asia,founder,electric motors,True,False,founder non-finance,1.8,2001
-1,Traded Sectors,Japan,Heiwa,new,JPN,1946,True,4160000000000.0,male,Consumer,True,Kenkichi Nakajima,452,East Asia,founder,pachinko,True,False,founder non-finance,1.1,2001
65,Financial,United States,Home Depot,new,USA,1979,True,10600000000000.0,male,Money Management,True,Kenneth Langone,387,North America,founder,home improvement retail,True,False,self-made finance,1.3,2001
69,Non-Traded Sectors,United Kingdom,Morrisons,new,GBR,1899,True,1530000000000.0,male,"Retail, Restaurant",True,Kenneth Morrison,292,Europe,relation,supermarkets,True,False,inherited,1.7,2001
77,Non-Traded Sectors,Canada,Thomson Corporation (now Thomson Reuters),acquired,CAN,1934,True,733000000000.0,male,Media,True,Kenneth Thomson,14,North America,relation,media,True,False,inherited,16.4,2001
53,Non-Traded Sectors,United States,Excel Communications,new,USA,1988,True,10600000000000.0,male,Media,True,Kenneth Troutt,336,North America,founder,telecomm,True,False,founder non-finance,1.5,2001
63,Non-Traded Sectors,Australia,Consolidated Press Holdings Limited,aquired,AUS,1936,True,379000000000.0,male,Media,True,Kerry Packer,182,North America,relation,media,True,False,inherited,2.5,2001
54,Financial,Saudi Arabia,National Comercial bank of Saudi Arabia,new,SAU,1953,True,183000000000.0,male,Money Management,True,Khalid Bin Mahfouz,251,Middle East/North Africa,relation,banking,True,True,inherited,1.9,2001
84,Financial,Singapore,Malayan Banking,new,SGP,1960,True,89285087395.0,male,Real Estate,True,Khoo Teck Puat,151,East Asia,founder,banking,True,False,self-made finance,3.0,2001
-1,Non-Traded Sectors,United States,TeleCommunications Inc,new,USA,1968,True,10600000000000.0,male,Media,True,Kim Magness,336,North America,relation,telecommunications,True,False,inherited,1.5,2001
83,Financial,United States,MGM Grand,aquired,USA,1924,True,10600000000000.0,male,Real Estate,True,Kirk Kerkorian,46,North America,investor,real estate,True,False,self-made finance,6.4,2001
-1,Traded Sectors,Sweden,Tetra Pak,new,SWE,1951,True,240000000000.0,female,Consumer,True,Kirsten Rausing,31,Europe,relation,food packaging,True,False,inherited,9.0,2001
53,Traded Sectors,Denmark,Lego,new,DNK,1949,True,165000000000.0,male,Consumer,True,Kjeld Kirk Kristiansen,251,Europe,relation,toys,True,False,inherited,1.9,2001
-1,Traded Sectors,Switzerland,Jacobs Suchard AG,new,CHE,1895,True,279000000000.0,male,Consumer,True,Klaus Jacobs,167,Europe,relation,chocolate and coffee,True,False,inherited,2.8,2001
60,New Sectors,Germany,SAP AG,new,DEU,1972,True,1950000000000.0,male,Technology-Computer,True,Klaus Tschira,179,Europe,founder,software,True,False,founder non-finance,2.6,2001
-1,Financial,Taiwan,Koos group,new ,Taiwan,1940,True,0.0,male,Diversified financial,True,Koo Chen-fu,363,East Asia,founder,financial services,True,False,self-made finance,1.4,2001
33,Resource Related,India,Aditya Birla Group,new,IND,1857,True,494000000000.0,male,Mining and metals,True,Kumar Birla,292,South Asia,relation,cement,True,False,inherited,1.7,2001
33,Non-Traded Sectors,Japan,Sankyo,new,JPN,1950,True,4160000000000.0,male,"Retail, Restaurant",True,Kunio Busujima,421,East Asia,founder,pachinko gaming machines,True,False,founder non-finance,1.2,2001
60,Financial,Singapore,Hong Leong Group,new,SGP,1948,True,89285087395.0,male,Diversified financial,True,Kwek Leng Beng,312,East Asia,relation,banking,True,False,inherited,1.6,2001
60,Financial,Japan,Acom,new,JPN,1948,True,4160000000000.0,male,Money Management,True,Kyosuke Kinoshita,55,East Asia,relation,consumer loans,True,False,inherited,5.6,2001
50,Resource Related,United Kingdom,ArcelorMittal,new,GBR,1989,True,1530000000000.0,male,Energy,True,Lakshmi Mittal,272,Europe,founder,steel,True,False,inherited,1.8,2001
56,New Sectors,United States,Oracle, new,USA,1977,True,10600000000000.0,male,Technology-Computer,True,Larry Ellison,4,North America,founder, software,True,False,founder non-finance,26.0,2001
90,Resource Related,United States,Standard Oil,new,USA,1870,True,10600000000000.0,male,Mining and metals,True,Laurance Rockefeller,336,North America,relation,oil,True,False,inherited,1.5,2001
-1,Traded Sectors,United States,Loews Corporation,new,USA,1946,True,10600000000000.0,male,Consumer,True,Laurence Tisch,194,North America,founder,retail,True,False,founder non-finance,2.4,2001
-1,Non-Traded Sectors,United States,UVSG,aquired,USA,1975,True,10600000000000.0,male,Media,True,Lawrence Flinn Jr,292,North America,investor ,media,True,False,executive,1.7,2001
44,Resource Related,United States,Sid Richardson Gasoline Co,new,USA,1919,True,10600000000000.0,male,Energy,True,Lee Bass,92,North America,relation,oil,True,False,inherited,4.3,2001
-1,Financial,Hong Kong,Hysan Development,new,HKG,1920,True,169000000000.0,male,Real Estate,True,Lee Hon Chiu,490,East Asia,relation,real estate,True,False,inherited,1.0,2001
59,New Sectors,South Korea,Samsung,new,KOR,1938,True,533000000000.0,male,Technology-Computer,True,Lee Kun-Hee,312,East Asia,relation,electronics,True,False,inherited,1.6,2001
76,Financial,Singapore,Oversea-Chinese Banking Corporation,new,SGP,1919,True,89285087395.0,male,Money Management,True,Lee Seng Wee,421,East Asia,chairman,banking,True,False,inherited,1.2,2001
73,Financial,Hong Kong,Henderson Land Development,new,HKG,1976,True,169000000000.0,male,Real Estate,True,Lee Shau Kee,52,East Asia,founder/chairman,real estate,True,False,self-made finance,5.9,2001
-1,Non-Traded Sectors,Germany,Kirch Group,new,DEU,1956,True,1950000000000.0,male,Media,True,Leo Kirch,20,Europe,founder,media,True,False,founder non-finance,12.0,2001
81,Financial,United States,Helmsley hotels,aquired,USA,1938,True,10600000000000.0,female,Real Estate,True,Leona Helmsley,251,North America,investor ,real estate,True,False,self-made finance,1.9,2001
67,Traded Sectors,United States,Est?Lauder,new,USA,1946,True,10600000000000.0,male,Consumer,True,Leonard Lauder,104,North America,relation,makeup,True,False,inherited,3.8,2001
62,Financial,United States,Hartz Group,new,USA,1932,True,10600000000000.0,male,Real Estate,True,Leonard Stern,194,North America,relation,"pet supplies, real estate",True,False,inherited,2.4,2001
65,Traded Sectors,Italy,?Luxottica,new,ITA,1961,True,1160000000000.0,male,Consumer,True,Leonardo Del Vecchio,43,Europe,founder,glasses,True,False,founder non-finance,6.6,2001
81,Traded Sectors,United States,ILFC,new,USA,1973,True,10600000000000.0,male,Consumer,True,Leslie Gonda,272,North America,founder,aircraft leasing,True,False,founder non-finance,1.8,2001
59,Traded Sectors,United States,Limited Brands,new,USA,1963,True,10600000000000.0,male,Consumer,True,Leslie Wexner,162,North America,founder,clothing,True,False,founder non-finance,2.9,2001
75,Financial,United States,General Dynamics,new,USA,1919,True,10600000000000.0,male,Money Management,True,Lester Crown,146,North America,relation,aerospace and defense,True,False,inherited,3.1,2001
72,Financial,Hong Kong,Cheung king,new,HKG,1971,True,169000000000.0,male,Real Estate,True,Li Ka-shing,18,East Asia,founder,real estate,True,False,self-made finance,12.6,2001
78,Traded Sectors,France,L'Oreal,new,FRA,1909,True,1380000000000.0,female,Consumer,True,Liliane Bettencourt,15,Europe,relation,cosmetics,True,False,inherited,15.6,2001
35,Traded Sectors,Venezuela,Empresas Polar,new,VEN,1941,True,123000000000.0,male,Consumer,True,Lorenzo Mendoza,82,Latin America,relation,beer,True,False,inherited,4.5,2001
56,Non-Traded Sectors,Mexico,Cemex,new,MEX,1906,True,725000000000.0,male,Constrution,True,Lorenzo Zambrano,162,Latin America,relation,cement,True,False,inherited,2.9,2001
52,Traded Sectors,United States,ILFC,new,USA,1973,True,10600000000000.0,male,Consumer,True,Louis Gonda,222,North America,founder,aircraft leasing,True,False,founder non-finance,2.1,2001
-1,Non-Traded Sectors,United States,Clear Channel Communications,new,USA,1972,True,10600000000000.0,male,Media,True,Lowry Mays,251,North America,founder,media,True,False,founder non-finance,1.9,2001
65,Traded Sectors,Italy,Benetton Group,new,ITA,1965,True,1160000000000.0,male,Consumer,True,Luciano Benetton,57,Europe,founder,fashion,True,False,founder non-finance,5.5,2001
66,Financial,Philippines,Asia Brewery,new,PHL,1982,True,76261998621.0,male,Money Management,True,Lucio Tan,421,East Asia,founder,beverages,True,True,privatized and resources,1.2,2001
68,Financial,Colombia,"Grupo Aval Acciones y Valores, SA",aquired,COL,1971,True,98200000000.0,male,Money Management,True,Luis Carlos Sarmiento Angulo,336,Latin America,founder,banking,True,False,self-made finance,1.5,2001
87,Financial,Denmark,Maersk Group,new,DNK,1905,True,165000000000.0,male,Diversified financial,True,Maersk McKinney Moller,209,Europe,relation,shipping,True,False,inherited,2.2,2001
-1,Traded Sectors,United States,First Allied Corporation,new,USA,1984,True,10600000000000.0,male,Consumer,True,Malcolm Green Chace III,490,North America,founder,"investments/real estate, sports teams",True,False,founder non-finance,1.0,2001
66,Financial,Switzerland,Glencore,new,CHE,1974,True,279000000000.0,male,Hedge funds,True,Marc Rich,421,Europe,founder,oil,True,False,self-made finance,1.2,2001
-1,Traded Sectors,Italy,Pirelli Group,new,ITA,1872,True,1160000000000.0,male,Consumer,True,Marco Tronchetti Provera,452,Europe,Chairman and Chief Executive Officer,tires,True,False,executive,1.1,2001
