city,days away,days away/restricted/transfer,division,id,label,major_group,name,second name,state,street,total case rate,year,zip
Columbia Falls,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4783,Packing and Crating,Transportation Services,Maine Balsam Bouquet Supp,,ME,rur rte 1 box 195,0.0,2002,4623
ASHEVILLE,1.49,1.49,Manufacturing,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,TURNAMICS INC,,NC,92 NEW LEICESTER HWY,8.95,2002,28806
Akron,0.0,0.0,Manufacturing,3315,Steel Wiredrawing and Steel Nails and Spikes,Primary Metal Industries,Bekaert Corporation,,OH,3200 W Market St Ste 303,0.0,2002,44333
Romulus,14.56,24.71,Manufacturing,3465,Automotive Stampings,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Dst Industries Inc,Diversified Services Tech,MI,34364 Goddard Rd,29.12,2002,48174
Memphis,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4513,Air Courier Services,Transportation By Air,FedEx Express,,TN,3855 Airways Blvd Modd,0.0,2002,38116
East Bernard,2.03,4.07,Manufacturing,2434,Wood Kitchen Cabinets,"Lumber And Wood Products, Except Furniture",Leedo Manufacturing Co,Leedo Cabinetry,TX,100 Foundation Loop,12.89,2002,77435
Tomah,5.66,5.66,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,McMullens Transfer,Keene Transfer,WI,909 Townline Rd,7.54,2002,54660
LAS VEGAS,0.41,3.71,Manufacturing,2711,Newspapers,"Printing, Publishing, And Allied Industries",DR PARTNERS - DONREY MEDIA GROUP,LAS VEGAS REVIEW-JOURNAL,NV,1111 W BONANZA RD,4.95,2002,89106
STOCKTON,2.0,2.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,Silva Trucking,,CA,2110 W. ALPINE,2.0,2002,95204
CALHOUN,0.0,4.71,Manufacturing,2281,Yarn Spinning Mills,Textile Mill Products,Beaulieu Group Llc,Henley Plant,GA,103 N INDUSTRIAL BLVD NE,10.99,2002,30701
NEWPORT,1.79,3.59,Manufacturing,3523,Farm Machinery and Equipment,Industrial And Commercial Machinery And Computer Equipment,DELTA MFG INC,,AR,7900 VICTORY BLVD,30.53,2002,72112
Hermitage,1.39,1.39,Retail Trade,5311,Department Stores,General Merchandise Stores,Sears Roebuck and Co Inc,,PA,3245 E State St,6.96,2002,16148
Xenia,0.0,0.0,Services,8051,Skilled Nursing Care Facilities,Health Services,Liberty Nursing Home Inc,Heathergreene Nursing Homes,OH,126 Wilson Dr,3.97,2002,45385
CARTERVILLE,0.0,4.51,Manufacturing,2511,"Wood Household Furniture, Except Upholstered",Furniture And Fixtures,Morton Booth Co,Morton Booth,MO,326 W MAIN ST,10.54,2002,64835
Chester,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Watkins Motor Lines Inc,,VA,1901 Ware Bottom Spring R,0.0,2002,23836
SPRING GROVE,0.0,4.6,Manufacturing,3399,"Primary Metal Products, Not Elsewhere Classified",Primary Metal Industries,SINTERLOY CORPORATION,,IL,8104 N SOLON RD,9.21,2002,60081
Covington,1.78,1.78,Services,8051,Skilled Nursing Care Facilities,Health Services,Garrard Convalescent Home Inc,,KY,425 Garrard St,1.78,2002,41011
GRAND JUNCTION,3.81,14.28,Manufacturing,3799,"Transportation Equipment, Not Elsewhere Classified",Transportation Equipment,POMA OF AMERICA INCORPORATED,,CO,2510 FORESIGHT CIR,16.19,2002,81505
OLD BRIDGE,1.67,8.36,Manufacturing,2819,"Industrial Inorganic Chemicals, Not Elsewhere Classified",Chemicals And Allied Products,Old Bridge Chemicals Inc,,NJ,OLD WATER WORKS RD,10.03,2002,8857
SANDERSON,0.92,4.6,Manufacturing,3496,Miscellaneous Fabricated Wire Products,"Fabricated Metal Products, Except Machinery And Transportation Equipment",FLORIDA WIRE AND CABLE INC,WIREMIL,FL,1 WIREMILL RD,5.52,2002,32087
MORGAN HILL,1.57,4.73,Manufacturing,2655,"Fiber Cans, Tubes, Drums, and Similar Products",Paper And Allied Products,Greif Bros Corporation,Western Division,CA,235 SAN PEDRO AVE,11.03,2002,95037
POCATELLO,0.7,0.7,Manufacturing,3674,Semiconductors and Related Devices,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","AMI SEMICONDUCTOR,  INC.",,ID,2300 BUCKSKIN RD,2.45,2002,83201
Piscataway,0.0,4.02,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Captive Plastics Inc,,NJ,251 Circle Dr N,4.6,2002,8854
Compton,2.05,4.1,Manufacturing,2448,Wood Pallets and Skids,"Lumber And Wood Products, Except Furniture",Bruce Iversen,B&B PALLET COMPANY,CA,439 E Carlin Ave,8.21,2002,90222
CHILLICOTHE,1.35,2.7,"Transportation, Communications, Electric, Gas, And Sanitary Services",4953,Refuse Systems,"Electric, Gas, And Sanitary Services",WASTE MANAGEMENT,,OH,675 CHAMBER DR,13.52,2002,45601
Marion,0.76,3.83,Manufacturing,2511,"Wood Household Furniture, Except Upholstered",Furniture And Fixtures,Broyhill Furniture Inds Inc,MARION PLANT,NC,426 W Henderson St,11.87,2002,28752
WEST DES MOINES,3.83,8.94,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,MID-CENTRAL PLASTICS INC,MORTON CUSTOM PLASTICS,IA,2360 GRAND AVE,12.78,2002,50265
CEDAR RAPIDS,8.24,14.43,Manufacturing,3444,Sheet Metal Work,"Fabricated Metal Products, Except Machinery And Transportation Equipment",LADCO INC,,IA,1243 ROCKFORD RD SW,20.61,2002,52404
SPRING CITY,2.28,3.42,Manufacturing,2281,Yarn Spinning Mills,Textile Mill Products,Davlyn Manufacturing Co Inc,,PA,85 MENNONITE CHURCH RD,5.7,2002,19475
Baxter,2.6,2.6,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,Milligan Bros Transport Co,Milligan Bros Oil & Propane Co,IA,101 S Main St,2.6,2002,50028
Dover,3.52,3.52,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,Berner Trucking Inc,,OH,5885 Crown Rd NW,7.05,2002,44622
Andover,5.76,5.76,Manufacturing,3398,Metal Heat Treating,Primary Metal Industries,Bodycote IMT Inc,,MA,155 River St,5.76,2002,1810
WYOCENA,7.01,11.01,Manufacturing,2022,"Natural, Processed, and Imitation Cheese",Food And Kindred Products,GRANDE CHEESE COMPANY,,WI,181 W MONROE ST,16.02,2002,53969
PITTSBURGH,0.0,0.0,Manufacturing,3532,"Mining Machinery and Equipment, Except Oil and Gas Field Machinery and Equipment",Industrial And Commercial Machinery And Computer Equipment,JENNMAR CORPORATION,KEYSTONE BOLT DIVISION,PA,258 KAPPA DR,0.0,2002,15238
Hayward,6.48,6.48,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Computer Plastics,,CA,1914 National Ave,6.48,2002,94545
TUCKER,0.0,0.0,Manufacturing,3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds",Industrial And Commercial Machinery And Computer Equipment,DEKALB TOOL & DIE INC,,GA,2220 STEPHENS ST,5.15,2002,30084
EXTON,3.58,5.37,Manufacturing,3565,Packaging Machinery,Industrial And Commercial Machinery And Computer Equipment,Omega Design Corp,,PA,211 PHILIPS RD,12.54,2002,19341
SHOALS,9.27,9.27,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Jefferson Trucking Company,Jefferson Trucking Company,IN,HWY   50E,18.55,2002,47581
CARMICHAEL,3.26,3.26,Services,8051,Skilled Nursing Care Facilities,Health Services,Eskaton Properties Inc,Eskaton Manzanita Manor,CA,5318 MANZANITA AVE,9.79,2002,95608
Shelton,0.0,0.0,Manufacturing,3433,"Heating Equipment, Except Electric and Warm Air Furnaces","Fabricated Metal Products, Except Machinery And Transportation Equipment",Peabody Engineering Corp,,CT,70 Shelton Technology Center,2.07,2002,6484
Chicago Heights,3.08,3.08,Manufacturing,3493,"Steel Springs, Except Wire","Fabricated Metal Products, Except Machinery And Transportation Equipment",Alco Spring Industries Inc,,IL,2300 Euclid Ave,12.34,2002,60411
RIVERSIDE,0.92,5.73,Manufacturing,3714,Motor Vehicle Parts and Accessories,Transportation Equipment,K & N Engineering Inc,,CA,1455 CITRUS ST,6.84,2002,92507
PLYMOUTH,8.82,8.82,"Agriculture, Forestry, And Fishing",181,Ornamental Floriculture and Nursery Products,Agricultural Production Crops,WHITE SAND NURSERIES INC,FLORAL OCCASIONS,FL,603 S HERMIT SMITH RD,35.3,2002,32768
CAREY,3.01,10.2,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Budd Company,,OH,2915 COUNTY HIGHWAY 96,19.02,2002,43316
Norcross,0.98,6.92,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,Excelso Coffee Co,,GA,6700 Dawson Blvd Ste 3a,9.89,2002,30093
NEW BEDFORD,1.65,8.26,Manufacturing,3552,Textile Machinery,Industrial And Commercial Machinery And Computer Equipment,Rothtec Engraving Corp,Rothtec Manufacturing,MA,699 TARKILN HILL RD,8.26,2002,2745
RACINE,0.63,1.9,Manufacturing,3443,Fabricated Plate Work (Boiler Shops),"Fabricated Metal Products, Except Machinery And Transportation Equipment",THERMAL TRANSFER PRODUCTS LTD,,WI,5215 21ST ST,8.23,2002,53406
BENICIA,6.07,6.07,Manufacturing,2434,Wood Kitchen Cabinets,"Lumber And Wood Products, Except Furniture",Woodline Partners Inc,American Woodworks,CA,4001 INDUSTRIAL WAY,6.07,2002,94510
Gahanna,5.98,5.98,Services,8052,Intermediate Care Facilities,Health Services,Plus Management Services Inc,Bon-Ing of Gahanna Nursg & Rhbltn Center,OH,121 James Road,17.95,2002,43230
Nashville,9.71,15.54,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Allied Systems Ltd,,TN,743 Harding Pl,25.25,2002,37211
SANTA FE SPRINGS,2.46,7.4,Manufacturing,2842,"Specialty Cleaning, Polishing, and Sanitation Preparations",Chemicals And Allied Products,T-Chem Products,,CA,9028 DICE RD,7.4,2002,90670
GRAIN VALLEY,3.23,3.23,Manufacturing,3714,Motor Vehicle Parts and Accessories,Transportation Equipment,HALDEX BRAKE PRODUCTS CORP,,MO,2400 NE CORONADO DR,11.32,2002,64029
Chicago,0.0,2.64,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,Demand Badger Inc,Badger-Murphy Food Services,IL,652 N Western Ave,9.27,2002,60612
LOS ANGELES,2.6,9.89,Manufacturing,2099,"Food Preparations, Not Elsewhere Classified",Food And Kindred Products,"CHEF SOLUTIONS, INC.",ORVAL KENT FOOD CO.,CA,5001 S SOTO ST,9.89,2002,90058
McAllen,2.19,5.13,Wholesale Trade,5142,Packaged Frozen Foods,Wholesale Trade-non-durable Goods,Magic Valley Fresh Frozen Inc,,TX,3701 W Military Hwy,5.86,2002,78503
Tulsa,0.0,8.24,Manufacturing,3531,Construction Machinery and Equipment,Industrial And Commercial Machinery And Computer Equipment,Mixers Jensen International,,OK,5354 S Garnett Rd,10.98,2002,74146
Farmington,10.04,10.04,Manufacturing,3429,"Hardware, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",Paneloc Corporation,,CT,142 Brickyard Rd,20.08,2002,6032
SALEM,0.0,0.0,Manufacturing,2833,Medicinal Chemicals and Botanical Products,Chemicals And Allied Products,"NOVOZYMES BIOLOGICALS, INC.",SYBRON BIOCHEMICALS,VA,111 KESSLER MILL RD,1.56,2002,24153
Decatur,0.0,0.0,Manufacturing,3281,Cut Stone and Stone Products,"Stone, Clay, Glass, And Concrete Products",Atlanta Marble Mfg Inc,Atlanta Marble,GA,246 Rio Cir,7.19,2002,30030
SHELBY,1.73,13.61,Manufacturing,3229,"Pressed and Blown Glass and Glassware, Not Elsewhere Classified","Stone, Clay, Glass, And Concrete Products",PPG INDUSTRIES FIBER GL PDTS,,NC,940 WASHBURN SWITCH RD,18.2,2002,28150
Long Beach,0.0,0.0,Services,8051,Skilled Nursing Care Facilities,Health Services,Regency High School Inc,,CA,490 W 14th St,8.45,2002,90813
Houston,4.35,19.61,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Daryl Flood WARehouse&movers,,TX,10415 Papalote St Ste 100,28.33,2002,77041
Yuba City,4.91,4.91,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,Yuba Trucking Inc,,CA,753 N George Washington B,8.19,2002,95993
ST GENEVIEVE,11.25,22.51,Manufacturing,2511,"Wood Household Furniture, Except Upholstered",Furniture And Fixtures,ST GENEVIEVE MANUFACTURING CO,,MO,805 MOREAU ST,22.51,2002,63670
San Antonio,2.84,5.69,Services,8051,Skilled Nursing Care Facilities,Health Services,Ensigh Group San Antonio Llc,Casa De San Antonio,TX,603 Corinne Dr,17.07,2002,78218
VAN BUREN,0.69,6.68,Manufacturing,2015,Poultry Slaughtering and Processing,Food And Kindred Products,TYSON FOODS INC,,AR,802 S 28TH ST,9.56,2002,72956
Winter Haven,2.05,2.18,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Indian River Transport Co,,FL,2580 Executive Rd,3.47,2002,33884
MOAB,6.89,6.89,Manufacturing,2531,Public Building and Related Furniture,Furniture And Fixtures,Canyonlands National Park,,UT,2282 RESOURCE BLVD,11.81,2002,84532
East Point,11.68,18.35,Manufacturing,2097,Manufactured Ice,Food And Kindred Products,Reddy Ice Corporation,Midsouth Ice,GA,1578  E. Taylor Ave,20.02,2002,30344
Mosinee,5.49,7.69,Manufacturing,2022,"Natural, Processed, and Imitation Cheese",Food And Kindred Products,Mullins Cheese Inc,Knowlton Cheese Div,WI,598 Seagull Dr,13.18,2002,54455
Atlanta,0.0,3.65,Manufacturing,2051,"Bread and Other Bakery Products, Except Cookies and Crackers",Food And Kindred Products,Krispy Kreme Doughnut Corp,Krispy Kreme,GA,295 Ponce De Leon Ave Ne,7.3,2002,30308
Beacon,4.6,4.6,Manufacturing,3369,"Nonferrous Foundries, Except Aluminum and Copper",Primary Metal Industries,Tallix Inc,,NY,310 Fishkill Ave,25.3,2002,12508
VINELAND,2.92,7.3,Manufacturing,3271,Concrete Block and Brick,"Stone, Clay, Glass, And Concrete Products",E P HENRY CORP,,NJ,4200 S WEST BLVD,10.22,2002,8360
Roseboro,3.24,3.24,Manufacturing,3084,Plastics Pipe,Rubber And Miscellaneous Plastics Products,Plastic Tubing Inc,,NC,1935 Autryville Hwy,9.72,2002,28382
Reading,0.8,2.4,Retail Trade,5311,Department Stores,General Merchandise Stores,Sears Roebuck and Co Inc,,PA,1665 State Hill Rd,3.2,2002,19610
CHARLOTTE,0.0,2.49,Manufacturing,3555,Printing Trades Machinery and Equipment,Industrial And Commercial Machinery And Computer Equipment,HARPER CORP OF AMERICA,,NC,11625 STEELE CREEK RD,3.74,2002,28273
PESHTIGO,3.91,18.78,Manufacturing,2426,Hardwood Dimension and Flooring Mills,"Lumber And Wood Products, Except Furniture",AACER FLOORING LLC,,WI,970 N OGDEN RD,33.66,2002,54157
ELKHART,13.28,19.67,Manufacturing,2011,Meat Packing Plants,Food And Kindred Products,Plumrose USA Inc,Plumrose,IN,24402 COUNTY ROAD 45,26.07,2002,46516
ANTIGO,3.58,9.85,Manufacturing,3451,Screw Machine Products,"Fabricated Metal Products, Except Machinery And Transportation Equipment",POHLMAN INC,,WI,920 AMRON AVE,17.01,2002,54409
Jerseyville,5.8,9.58,Retail Trade,5311,Department Stores,General Merchandise Stores,Wal-Mart Stores Inc,Wal-Mart,IL,1316 S State St,10.74,2002,62052
Tulsa,7.99,8.61,Services,8062,General Medical and Surgical Hospitals,Health Services,Southcrest Hospital LLC,Southcrest Hospital,OK,8801 S 101st East Ave,25.63,2002,74133
MADISON,0.0,0.0,Manufacturing,3555,Printing Trades Machinery and Equipment,Industrial And Commercial Machinery And Computer Equipment,MECHANICAL TOOL & ENGRG CO,RAPID AIR,SD,821 SW 1ST ST,20.0,2002,57042
MARIETTA,8.03,12.49,Manufacturing,3499,"Fabricated Metal Products, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",MAGNETIC SPECIALTY INC,,OH,707 GILMAN ST,14.27,2002,45750
Wixom,2.27,15.73,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,US Foodservice,,MI,28001 Napier Rd,21.32,2002,48393
MOUNT AIRY,2.17,3.26,"Agriculture, Forestry, And Fishing",783,Ornamental Shrub and Tree Services,Agricultural Services,CARTER UTILITY TREE SERVICE,,NC,213 APOLLO DR,13.05,2002,27030
Chantilly,4.84,7.53,"Transportation, Communications, Electric, Gas, And Sanitary Services",4214,Local Trucking With Storage,Motor Freight Transportation And Warehousing,C & G Moving & Storage Inc,,VA,14954 Bogle Dr,8.61,2002,20151
Amelia,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,King Trucking Inc,,LA,240 Lake Palourde Byp Rd,1.49,2002,70340
Austin,1.38,1.38,Retail Trade,5311,Department Stores,General Merchandise Stores,May Department Stores Company,Foleys Department Store,TX,4300 E Highland Mall Blvd,4.14,2002,78752
Dover,0.0,7.73,Manufacturing,3269,"Pottery Products, Not Elsewhere Classified","Stone, Clay, Glass, And Concrete Products",Susquehanna Pfaltzgraff Co,Pfaltzgraff Div,PA,1730 Butter Rd,15.46,2002,17315
BETTENDORF,3.86,13.51,Services,8051,Skilled Nursing Care Facilities,Health Services,Bettendorf Health Care Center,,IA,2730 CROW CREEK RD,16.4,2002,52722
HAMILTON,0.0,0.0,Wholesale Trade,5051,Metals Service Centers and Offices,Wholesale Trade-durable Goods,FERGUSON METALS INC,,OH,3475 SYMMES RD,2.93,2002,45015
HOUSTON,5.86,8.2,Manufacturing,3711,Motor Vehicles and Passenger Car Bodies,Transportation Equipment,FRAZER INC,,TX,7219 RAMPART ST,19.93,2002,77081
SALISBURY,1.27,3.83,Manufacturing,2086,Bottled and Canned Soft Drinks and Carbonated Waters,Food And Kindred Products,Coca-Cola Bottling Co Cnsld,Coca-Cola,NC,1828 S MAIN ST,3.83,2002,28144
LADYSMITH,4.27,6.41,Manufacturing,2541,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers",Furniture And Fixtures,B J WOOD PRODUCTS INC,,WI,400 W 9TH ST S,14.96,2002,54848
BAKERSFIELD,1.98,4.96,Wholesale Trade,5051,Metals Service Centers and Offices,Wholesale Trade-durable Goods,B & B SURPLUS INC,B & B STEEL & SUP SANTA MARIA,CA,7020 ROSEDALE HWY,10.92,2002,93308
NEW LONDON,9.61,9.61,Manufacturing,3535,Conveyors and Conveying Equipment,Industrial And Commercial Machinery And Computer Equipment,BONNTECH INTERNATIONAL INC,NEW LONDON ENGINEERING,WI,1700 DIVISION ST,16.83,2002,54961
POMPANO BEACH,4.0,4.0,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",COMMERCIAL PRINTERS INC,,FL,41 SW 6TH ST,4.0,2002,33060
ATHENS,0.5,2.03,Manufacturing,2833,Medicinal Chemicals and Botanical Products,Chemicals And Allied Products,NORAMCO INC,,GA,1440 OLYMPIC DR,3.55,2002,30601
Wausau,2.08,8.33,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,Hsus Ginseng Enterprises,,WI,T6819 County Rd W,10.41,2002,54403
Vinton,4.96,18.21,Services,8051,Skilled Nursing Care Facilities,Health Services,Calcasieu Mlti-Handicapped Ctr,Calcasieu Multihandicap Center,LA,1301 Industrial St,18.21,2002,70668
Sturgis,1.65,1.65,Manufacturing,2679,"Converted Paper and Paperboard Products, Not Elsewhere Classified",Paper And Allied Products,Telemark/Atm Solutions Corp,Telemark Corporation,MI,411 McKee St,6.61,2002,49091
GREENVILLE,2.59,8.64,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,CLARION TECHNOLOGIES,,MI,801 E FAIRPLAINS ST,12.1,2002,48838
Cranford,1.27,1.27,Services,8051,Skilled Nursing Care Facilities,Health Services,Cranford Hall Inc.,Cranford Hall Nursing Home,NJ,600 Lincoln Park E,1.27,2002,7016
JANESVILLE,9.02,16.75,Manufacturing,2299,"Textile goods, Not Elsewhere Classified",Textile Mill Products,JASON INCORPORATED,JANESVILLE SACKNER GROUP,WI,2315 BELOIT AVE,24.49,2002,53546
